"","to","mean","sd","lower","upper"
"1","admission",7.63953344534678,8.72810486772821,0.782055749515191,30.6733880122918
"2","death",15.9759202398138,10.9046187708176,3.58695053915305,42.8693421305236
"3","test",6.43486429972676,4.96874687716647,0.780883303604888,19.177581948977
"4","onset",4.20560122595874,2.99720363347236,0.642645248863729,11.9944374327957
